Region,Population,Year,Age,65 and over,Generation
Rodney Local Board Area,6060,2023,50-54 Years,False,Gen X
Auckland,111250,2023,50-54 Years,False,Gen X
Kaipara District,1690,2023,50-54 Years,False,Gen X
Whangarei District,6610,2023,50-54 Years,False,Gen X
Far North District,4880,2023,50-54 Years,False,Gen X
"Total, New Zealand",336310,2023,50-54 Years,False,Gen X
Hibiscus And Bays Local Board Area,8450,2023,50-54 Years,False,Gen X
Tararua District,1360,2023,55-59 Years,False,Gen X
Palmerston North City,4760,2023,55-59 Years,False,Gen X
Manawatu District,2260,2023,55-59 Years,False,Gen X
Rangitikei District,1160,2023,55-59 Years,False,Gen X
Whanganui District,3090,2023,55-59 Years,False,Gen X
Ruapehu District,930,2023,55-59 Years,False,Gen X
South Taranaki District,2020,2023,55-59 Years,False,Gen X
Stratford District,660,2023,55-59 Years,False,Gen X
New Plymouth District,5400,2023,55-59 Years,False,Gen X
Central Hawke's Bay District,1040,2023,55-59 Years,False,Gen X
Napier City,4340,2023,55-59 Years,False,Gen X
Hastings District,5620,2023,55-59 Years,False,Gen X
Wairoa District,580,2023,55-59 Years,False,Gen X
Gisborne District,3200,2023,55-59 Years,False,Gen X
Horowhenua District,2580,2023,55-59 Years,False,Gen X
Opotiki District,670,2023,55-59 Years,False,Gen X
Whakatane District,2410,2023,55-59 Years,False,Gen X
Rotorua District,4650,2023,55-59 Years,False,Gen X
Tauranga City,9090,2023,55-59 Years,False,Gen X
Western Bay of Plenty District,4280,2023,55-59 Years,False,Gen X
Taupo District,2690,2023,55-59 Years,False,Gen X
Waitomo District,700,2023,55-59 Years,False,Gen X
South Waikato District,1650,2023,55-59 Years,False,Gen X
Otorohanga District,670,2023,55-59 Years,False,Gen X
Waipa District,3770,2023,55-59 Years,False,Gen X
Hamilton City,8610,2023,55-59 Years,False,Gen X
Matamata-Piako District,2390,2023,55-59 Years,False,Gen X
Waikato District,5950,2023,55-59 Years,False,Gen X
Hauraki District,1600,2023,55-59 Years,False,Gen X
Thames-Coromandel District,2400,2023,55-59 Years,False,Gen X
Kawerau District,410,2023,55-59 Years,False,Gen X
Franklin Local Board Area,6150,2023,55-59 Years,False,Gen X
Kapiti Coast District,4200,2023,55-59 Years,False,Gen X
Upper Hutt City,3040,2023,55-59 Years,False,Gen X
Area Outside Territorial Authority,0,2023,55-59 Years,False,Gen X
Invercargill City,3550,2023,55-59 Years,False,Gen X
Gore District,970,2023,55-59 Years,False,Gen X
Southland District,2170,2023,55-59 Years,False,Gen X
Clutha District,1310,2023,55-59 Years,False,Gen X
Dunedin City,7880,2023,55-59 Years,False,Gen X
Queenstown-Lakes District,2500,2023,55-59 Years,False,Gen X
Central Otago District,1780,2023,55-59 Years,False,Gen X
Waitaki District,1650,2023,55-59 Years,False,Gen X
Chatham Islands Territory,40,2023,55-59 Years,False,Gen X
Waimate District,660,2023,55-59 Years,False,Gen X
Mackenzie District,390,2023,55-59 Years,False,Gen X
Timaru District,3320,2023,55-59 Years,False,Gen X
Ashburton District,2160,2023,55-59 Years,False,Gen X
Porirua City,3780,2023,55-59 Years,False,Gen X
Selwyn District,5110,2023,55-59 Years,False,Gen X
Waimakariri District,5000,2023,55-59 Years,False,Gen X
Hurunui District,1010,2023,55-59 Years,False,Gen X
Westland District,730,2023,55-59 Years,False,Gen X
Grey District,1080,2023,55-59 Years,False,Gen X
Buller District,810,2023,55-59 Years,False,Gen X
Kaikoura District,290,2023,55-59 Years,False,Gen X
Marlborough District,3580,2023,55-59 Years,False,Gen X
Nelson City,3810,2023,55-59 Years,False,Gen X
Tasman District,4410,2023,55-59 Years,False,Gen X
South Wairarapa District,920,2023,55-59 Years,False,Gen X
Carterton District,770,2023,55-59 Years,False,Gen X
Masterton District,1870,2023,55-59 Years,False,Gen X
Wellington City,12600,2023,55-59 Years,False,Gen X
Lower Hutt City,6640,2023,55-59 Years,False,Gen X
Christchurch City,23420,2023,55-59 Years,False,Gen X
Papakura Local Board Area,3630,2023,55-59 Years,False,Gen X
Otara-Papatoetoe Local Board Area,4670,2023,55-59 Years,False,Gen X
Manurewa Local Board Area,5450,2023,55-59 Years,False,Gen X
Mangere-Otahuhu Local Board Area,4810,2023,55-59 Years,False,Gen X
Howick Local Board Area,9580,2023,55-59 Years,False,Gen X
Maungakiekie-Tamaki Local Board Area,4340,2023,55-59 Years,False,Gen X
Orakei Local Board Area,5790,2023,55-59 Years,False,Gen X
Puketapapa Local Board Area,3390,2023,55-59 Years,False,Gen X
Albert-Eden Local Board Area,6130,2023,55-59 Years,False,Gen X
Whau Local Board Area,4970,2023,55-59 Years,False,Gen X
Waitemata Local Board Area,4520,2023,55-59 Years,False,Gen X
Waiheke Local Board Area,820,2023,55-59 Years,False,Gen X
Aotea/great Barrier Local Board Area,90,2023,55-59 Years,False,Gen X
Waitakere Ranges Local Board Area,3660,2023,55-59 Years,False,Gen X
Henderson-Massey Local Board Area,6960,2023,55-59 Years,False,Gen X
Devonport-Takapuna Local Board Area,4000,2023,55-59 Years,False,Gen X
Kaipatiki Local Board Area,4720,2023,55-59 Years,False,Gen X
Upper Harbour Local Board Area,4220,2023,55-59 Years,False,Gen X
Rodney Local Board Area,5700,2023,55-59 Years,False,Gen X
Auckland,101120,2023,55-59 Years,False,Gen X
Kaipara District,1960,2023,55-59 Years,False,Gen X
Whangarei District,6680,2023,55-59 Years,False,Gen X
Far North District,5480,2023,55-59 Years,False,Gen X
"Total, New Zealand",317630,2023,55-59 Years,False,Gen X
Hibiscus And Bays Local Board Area,7510,2023,55-59 Years,False,Gen X
Area Outside Territorial Authority,5,2023,60-64 Years,False,Baby Boomer
Tararua District,1390,2023,60-64 Years,False,Baby Boomer
Palmerston North City,5030,2023,60-64 Years,False,Baby Boomer
Manawatu District,2340,2023,60-64 Years,False,Baby Boomer
Rangitikei District,1200,2023,60-64 Years,False,Baby Boomer
Whanganui District,3440,2023,60-64 Years,False,Baby Boomer
Ruapehu District,970,2023,60-64 Years,False,Baby Boomer
South Taranaki District,1910,2023,60-64 Years,False,Baby Boomer
Stratford District,710,2023,60-64 Years,False,Baby Boomer
New Plymouth District,5920,2023,60-64 Years,False,Baby Boomer
Central Hawke's Bay District,1250,2023,60-64 Years,False,Baby Boomer
Napier City,4340,2023,60-64 Years,False,Baby Boomer
Hastings District,5800,2023,60-64 Years,False,Baby Boomer
Wairoa District,620,2023,60-64 Years,False,Baby Boomer
Gisborne District,3250,2023,60-64 Years,False,Baby Boomer
Horowhenua District,2750,2023,60-64 Years,False,Baby Boomer
Opotiki District,840,2023,60-64 Years,False,Baby Boomer
Whakatane District,2700,2023,60-64 Years,False,Baby Boomer
Rotorua District,4690,2023,60-64 Years,False,Baby Boomer
Tauranga City,9100,2023,60-64 Years,False,Baby Boomer
Western Bay of Plenty District,4610,2023,60-64 Years,False,Baby Boomer
Taupo District,2880,2023,60-64 Years,False,Baby Boomer
Waitomo District,690,2023,60-64 Years,False,Baby Boomer
South Waikato District,1730,2023,60-64 Years,False,Baby Boomer
Otorohanga District,650,2023,60-64 Years,False,Baby Boomer
Waipa District,3880,2023,60-64 Years,False,Baby Boomer
Hamilton City,8220,2023,60-64 Years,False,Baby Boomer
Matamata-Piako District,2470,2023,60-64 Years,False,Baby Boomer
Waikato District,5570,2023,60-64 Years,False,Baby Boomer
Hauraki District,1720,2023,60-64 Years,False,Baby Boomer
Thames-Coromandel District,3060,2023,60-64 Years,False,Baby Boomer
Kawerau District,540,2023,60-64 Years,False,Baby Boomer
Franklin Local Board Area,5700,2023,60-64 Years,False,Baby Boomer
Kapiti Coast District,4250,2023,60-64 Years,False,Baby Boomer
Upper Hutt City,3020,2023,60-64 Years,False,Baby Boomer
Invercargill City,3720,2023,60-64 Years,False,Baby Boomer
Gore District,960,2023,60-64 Years,False,Baby Boomer
Southland District,2310,2023,60-64 Years,False,Baby Boomer
Clutha District,1380,2023,60-64 Years,False,Baby Boomer
Dunedin City,8300,2023,60-64 Years,False,Baby Boomer
Queenstown-Lakes District,2440,2023,60-64 Years,False,Baby Boomer
Central Otago District,1990,2023,60-64 Years,False,Baby Boomer
Waitaki District,1840,2023,60-64 Years,False,Baby Boomer
Chatham Islands Territory,65,2023,60-64 Years,False,Baby Boomer
Waimate District,650,2023,60-64 Years,False,Baby Boomer
Mackenzie District,420,2023,60-64 Years,False,Baby Boomer
Timaru District,3510,2023,60-64 Years,False,Baby Boomer
Ashburton District,2130,2023,60-64 Years,False,Baby Boomer
Porirua City,3260,2023,60-64 Years,False,Baby Boomer
Selwyn District,4690,2023,60-64 Years,False,Baby Boomer
Waimakariri District,4770,2023,60-64 Years,False,Baby Boomer
Hurunui District,1090,2023,60-64 Years,False,Baby Boomer
Westland District,750,2023,60-64 Years,False,Baby Boomer
Grey District,1090,2023,60-64 Years,False,Baby Boomer
Buller District,1050,2023,60-64 Years,False,Baby Boomer
Kaikoura District,350,2023,60-64 Years,False,Baby Boomer
Marlborough District,3880,2023,60-64 Years,False,Baby Boomer
Nelson City,3870,2023,60-64 Years,False,Baby Boomer
Tasman District,4520,2023,60-64 Years,False,Baby Boomer
South Wairarapa District,990,2023,60-64 Years,False,Baby Boomer
Carterton District,820,2023,60-64 Years,False,Baby Boomer
Masterton District,1880,2023,60-64 Years,False,Baby Boomer
Wellington City,11060,2023,60-64 Years,False,Baby Boomer
Lower Hutt City,6600,2023,60-64 Years,False,Baby Boomer
Christchurch City,23000,2023,60-64 Years,False,Baby Boomer
Papakura Local Board Area,3330,2023,60-64 Years,False,Baby Boomer
Otara-Papatoetoe Local Board Area,4120,2023,60-64 Years,False,Baby Boomer
Manurewa Local Board Area,4810,2023,60-64 Years,False,Baby Boomer
Mangere-Otahuhu Local Board Area,3960,2023,60-64 Years,False,Baby Boomer
Howick Local Board Area,8550,2023,60-64 Years,False,Baby Boomer
Maungakiekie-Tamaki Local Board Area,3870,2023,60-64 Years,False,Baby Boomer
Orakei Local Board Area,5240,2023,60-64 Years,False,Baby Boomer
Puketapapa Local Board Area,3520,2023,60-64 Years,False,Baby Boomer
Albert-Eden Local Board Area,5080,2023,60-64 Years,False,Baby Boomer
Whau Local Board Area,4200,2023,60-64 Years,False,Baby Boomer
Waitemata Local Board Area,4130,2023,60-64 Years,False,Baby Boomer
Waiheke Local Board Area,800,2023,60-64 Years,False,Baby Boomer
Aotea/great Barrier Local Board Area,120,2023,60-64 Years,False,Baby Boomer
Waitakere Ranges Local Board Area,3320,2023,60-64 Years,False,Baby Boomer
Henderson-Massey Local Board Area,6470,2023,60-64 Years,False,Baby Boomer
Devonport-Takapuna Local Board Area,3400,2023,60-64 Years,False,Baby Boomer
Kaipatiki Local Board Area,4510,2023,60-64 Years,False,Baby Boomer
Upper Harbour Local Board Area,3910,2023,60-64 Years,False,Baby Boomer
Rodney Local Board Area,5670,2023,60-64 Years,False,Baby Boomer
Auckland,91810,2023,60-64 Years,False,Baby Boomer
Kaipara District,2280,2023,60-64 Years,False,Baby Boomer
Whangarei District,7000,2023,60-64 Years,False,Baby Boomer
Far North District,5770,2023,60-64 Years,False,Baby Boomer
"Total, New Zealand",311780,2023,60-64 Years,False,Baby Boomer
Hibiscus And Bays Local Board Area,7100,2023,60-64 Years,False,Baby Boomer
Mangere-Otahuhu Local Board Area,2970,2023,65-69 Years,True,Baby Boomer
Tararua District,1240,2023,65-69 Years,True,Baby Boomer
Palmerston North City,4130,2023,65-69 Years,True,Baby Boomer
Manawatu District,1910,2023,65-69 Years,True,Baby Boomer
Rangitikei District,1020,2023,65-69 Years,True,Baby Boomer
Whanganui District,3170,2023,65-69 Years,True,Baby Boomer
Ruapehu District,910,2023,65-69 Years,True,Baby Boomer
South Taranaki District,1640,2023,65-69 Years,True,Baby Boomer
Stratford District,560,2023,65-69 Years,True,Baby Boomer
New Plymouth District,5180,2023,65-69 Years,True,Baby Boomer
Central Hawke's Bay District,1160,2023,65-69 Years,True,Baby Boomer
Napier City,3790,2023,65-69 Years,True,Baby Boomer
Hastings District,4710,2023,65-69 Years,True,Baby Boomer
Wairoa District,650,2023,65-69 Years,True,Baby Boomer
Gisborne District,2900,2023,65-69 Years,True,Baby Boomer
Horowhenua District,2560,2023,65-69 Years,True,Baby Boomer
Opotiki District,720,2023,65-69 Years,True,Baby Boomer
Whakatane District,2450,2023,65-69 Years,True,Baby Boomer
Rotorua District,3800,2023,65-69 Years,True,Baby Boomer
Tauranga City,8250,2023,65-69 Years,True,Baby Boomer
Western Bay of Plenty District,4370,2023,65-69 Years,True,Baby Boomer
Taupo District,2650,2023,65-69 Years,True,Baby Boomer
Waitomo District,570,2023,65-69 Years,True,Baby Boomer
South Waikato District,1450,2023,65-69 Years,True,Baby Boomer
Otorohanga District,600,2023,65-69 Years,True,Baby Boomer
Waipa District,3250,2023,65-69 Years,True,Baby Boomer
Hamilton City,6960,2023,65-69 Years,True,Baby Boomer
Matamata-Piako District,2270,2023,65-69 Years,True,Baby Boomer
Waikato District,4450,2023,65-69 Years,True,Baby Boomer
Hauraki District,1810,2023,65-69 Years,True,Baby Boomer
Thames-Coromandel District,3310,2023,65-69 Years,True,Baby Boomer
Kawerau District,480,2023,65-69 Years,True,Baby Boomer
Franklin Local Board Area,4490,2023,65-69 Years,True,Baby Boomer
Kapiti Coast District,3860,2023,65-69 Years,True,Baby Boomer
Upper Hutt City,2250,2023,65-69 Years,True,Baby Boomer
Invercargill City,3140,2023,65-69 Years,True,Baby Boomer
Gore District,820,2023,65-69 Years,True,Baby Boomer
Southland District,2030,2023,65-69 Years,True,Baby Boomer
Clutha District,1190,2023,65-69 Years,True,Baby Boomer
Dunedin City,7080,2023,65-69 Years,True,Baby Boomer
Queenstown-Lakes District,2070,2023,65-69 Years,True,Baby Boomer
Central Otago District,1930,2023,65-69 Years,True,Baby Boomer
Waitaki District,1650,2023,65-69 Years,True,Baby Boomer
Chatham Islands Territory,50,2023,65-69 Years,True,Baby Boomer
Waimate District,590,2023,65-69 Years,True,Baby Boomer
Mackenzie District,360,2023,65-69 Years,True,Baby Boomer
Timaru District,3070,2023,65-69 Years,True,Baby Boomer
Ashburton District,1930,2023,65-69 Years,True,Baby Boomer
Porirua City,2720,2023,65-69 Years,True,Baby Boomer
Selwyn District,3910,2023,65-69 Years,True,Baby Boomer
Waimakariri District,4240,2023,65-69 Years,True,Baby Boomer
Hurunui District,1030,2023,65-69 Years,True,Baby Boomer
Westland District,630,2023,65-69 Years,True,Baby Boomer
Grey District,960,2023,65-69 Years,True,Baby Boomer
Buller District,930,2023,65-69 Years,True,Baby Boomer
Kaikoura District,390,2023,65-69 Years,True,Baby Boomer
Marlborough District,3510,2023,65-69 Years,True,Baby Boomer
Nelson City,3380,2023,65-69 Years,True,Baby Boomer
Tasman District,4250,2023,65-69 Years,True,Baby Boomer
South Wairarapa District,890,2023,65-69 Years,True,Baby Boomer
Carterton District,760,2023,65-69 Years,True,Baby Boomer
Masterton District,1950,2023,65-69 Years,True,Baby Boomer
Wellington City,7830,2023,65-69 Years,True,Baby Boomer
Lower Hutt City,5290,2023,65-69 Years,True,Baby Boomer
Christchurch City,18690,2023,65-69 Years,True,Baby Boomer
Papakura Local Board Area,2450,2023,65-69 Years,True,Baby Boomer
Otara-Papatoetoe Local Board Area,3160,2023,65-69 Years,True,Baby Boomer
Manurewa Local Board Area,3520,2023,65-69 Years,True,Baby Boomer
Howick Local Board Area,7470,2023,65-69 Years,True,Baby Boomer
Maungakiekie-Tamaki Local Board Area,3090,2023,65-69 Years,True,Baby Boomer
Orakei Local Board Area,4480,2023,65-69 Years,True,Baby Boomer
Puketapapa Local Board Area,2720,2023,65-69 Years,True,Baby Boomer
Albert-Eden Local Board Area,3920,2023,65-69 Years,True,Baby Boomer
Whau Local Board Area,3450,2023,65-69 Years,True,Baby Boomer
Waitemata Local Board Area,3170,2023,65-69 Years,True,Baby Boomer
Waiheke Local Board Area,670,2023,65-69 Years,True,Baby Boomer
Aotea/great Barrier Local Board Area,100,2023,65-69 Years,True,Baby Boomer
Waitakere Ranges Local Board Area,2440,2023,65-69 Years,True,Baby Boomer
Henderson-Massey Local Board Area,4800,2023,65-69 Years,True,Baby Boomer
Devonport-Takapuna Local Board Area,3070,2023,65-69 Years,True,Baby Boomer
Kaipatiki Local Board Area,3580,2023,65-69 Years,True,Baby Boomer
Upper Harbour Local Board Area,3520,2023,65-69 Years,True,Baby Boomer
Hibiscus And Bays Local Board Area,6280,2023,65-69 Years,True,Baby Boomer
Auckland,73790,2023,65-69 Years,True,Baby Boomer
Kaipara District,2200,2023,65-69 Years,True,Baby Boomer
Whangarei District,6320,2023,65-69 Years,True,Baby Boomer
Far North District,5190,2023,65-69 Years,True,Baby Boomer
"Total, New Zealand",263760,2023,65-69 Years,True,Baby Boomer
Rodney Local Board Area,4440,2023,65-69 Years,True,Baby Boomer
Area Outside Territorial Authority,0,2023,65-69 Years,True,Baby Boomer
Tararua District,1100,2023,70-74 Years,True,Baby Boomer
Palmerston North City,3630,2023,70-74 Years,True,Baby Boomer
Manawatu District,1760,2023,70-74 Years,True,Baby Boomer
Rangitikei District,860,2023,70-74 Years,True,Baby Boomer
Whanganui District,2800,2023,70-74 Years,True,Baby Boomer
Ruapehu District,720,2023,70-74 Years,True,Baby Boomer
South Taranaki District,1340,2023,70-74 Years,True,Baby Boomer
Stratford District,530,2023,70-74 Years,True,Baby Boomer
New Plymouth District,4350,2023,70-74 Years,True,Baby Boomer
Central Hawke's Bay District,950,2023,70-74 Years,True,Baby Boomer
Napier City,3710,2023,70-74 Years,True,Baby Boomer
Hastings District,4110,2023,70-74 Years,True,Baby Boomer
Wairoa District,470,2023,70-74 Years,True,Baby Boomer
Gisborne District,2330,2023,70-74 Years,True,Baby Boomer
Horowhenua District,2390,2023,70-74 Years,True,Baby Boomer
Opotiki District,540,2023,70-74 Years,True,Baby Boomer
Whakatane District,2020,2023,70-74 Years,True,Baby Boomer
Rotorua District,3100,2023,70-74 Years,True,Baby Boomer
Tauranga City,7840,2023,70-74 Years,True,Baby Boomer
Western Bay of Plenty District,3700,2023,70-74 Years,True,Baby Boomer
Taupo District,2550,2023,70-74 Years,True,Baby Boomer
Waitomo District,460,2023,70-74 Years,True,Baby Boomer
South Waikato District,1120,2023,70-74 Years,True,Baby Boomer
Otorohanga District,480,2023,70-74 Years,True,Baby Boomer
Waipa District,2930,2023,70-74 Years,True,Baby Boomer
Hamilton City,5560,2023,70-74 Years,True,Baby Boomer
Matamata-Piako District,2090,2023,70-74 Years,True,Baby Boomer
Waikato District,3440,2023,70-74 Years,True,Baby Boomer
Hauraki District,1500,2023,70-74 Years,True,Baby Boomer
Thames-Coromandel District,3380,2023,70-74 Years,True,Baby Boomer
Kawerau District,460,2023,70-74 Years,True,Baby Boomer
Franklin Local Board Area,3710,2023,70-74 Years,True,Baby Boomer
Kapiti Coast District,3750,2023,70-74 Years,True,Baby Boomer
Upper Hutt City,1780,2023,70-74 Years,True,Baby Boomer
Area Outside Territorial Authority,5,2023,70-74 Years,True,Baby Boomer
Invercargill City,2680,2023,70-74 Years,True,Baby Boomer
Gore District,640,2023,70-74 Years,True,Baby Boomer
Southland District,1520,2023,70-74 Years,True,Baby Boomer
Clutha District,950,2023,70-74 Years,True,Baby Boomer
Dunedin City,6030,2023,70-74 Years,True,Baby Boomer
Queenstown-Lakes District,1560,2023,70-74 Years,True,Baby Boomer
Central Otago District,1660,2023,70-74 Years,True,Baby Boomer
Waitaki District,1500,2023,70-74 Years,True,Baby Boomer
Chatham Islands Territory,35,2023,70-74 Years,True,Baby Boomer
Waimate District,510,2023,70-74 Years,True,Baby Boomer
Mackenzie District,310,2023,70-74 Years,True,Baby Boomer
Timaru District,2960,2023,70-74 Years,True,Baby Boomer
Ashburton District,1760,2023,70-74 Years,True,Baby Boomer
Porirua City,2140,2023,70-74 Years,True,Baby Boomer
Selwyn District,2920,2023,70-74 Years,True,Baby Boomer
Waimakariri District,4030,2023,70-74 Years,True,Baby Boomer
Hurunui District,820,2023,70-74 Years,True,Baby Boomer
Westland District,510,2023,70-74 Years,True,Baby Boomer
Grey District,790,2023,70-74 Years,True,Baby Boomer
Buller District,860,2023,70-74 Years,True,Baby Boomer
Kaikoura District,270,2023,70-74 Years,True,Baby Boomer
Marlborough District,3250,2023,70-74 Years,True,Baby Boomer
Nelson City,2960,2023,70-74 Years,True,Baby Boomer
Tasman District,3840,2023,70-74 Years,True,Baby Boomer
South Wairarapa District,810,2023,70-74 Years,True,Baby Boomer
Carterton District,700,2023,70-74 Years,True,Baby Boomer
Masterton District,1680,2023,70-74 Years,True,Baby Boomer
Wellington City,6400,2023,70-74 Years,True,Baby Boomer
Lower Hutt City,4050,2023,70-74 Years,True,Baby Boomer
Christchurch City,15580,2023,70-74 Years,True,Baby Boomer
Papakura Local Board Area,1850,2023,70-74 Years,True,Baby Boomer
Otara-Papatoetoe Local Board Area,2260,2023,70-74 Years,True,Baby Boomer
Manurewa Local Board Area,2500,2023,70-74 Years,True,Baby Boomer
Mangere-Otahuhu Local Board Area,2220,2023,70-74 Years,True,Baby Boomer
Howick Local Board Area,5910,2023,70-74 Years,True,Baby Boomer
Maungakiekie-Tamaki Local Board Area,2410,2023,70-74 Years,True,Baby Boomer
Orakei Local Board Area,3810,2023,70-74 Years,True,Baby Boomer
Puketapapa Local Board Area,2060,2023,70-74 Years,True,Baby Boomer
Albert-Eden Local Board Area,3010,2023,70-74 Years,True,Baby Boomer
Whau Local Board Area,2570,2023,70-74 Years,True,Baby Boomer
Waitemata Local Board Area,2530,2023,70-74 Years,True,Baby Boomer
Waiheke Local Board Area,700,2023,70-74 Years,True,Baby Boomer
Aotea/great Barrier Local Board Area,75,2023,70-74 Years,True,Baby Boomer
Waitakere Ranges Local Board Area,1830,2023,70-74 Years,True,Baby Boomer
Henderson-Massey Local Board Area,3530,2023,70-74 Years,True,Baby Boomer
Devonport-Takapuna Local Board Area,2620,2023,70-74 Years,True,Baby Boomer
Kaipatiki Local Board Area,2790,2023,70-74 Years,True,Baby Boomer
Upper Harbour Local Board Area,2580,2023,70-74 Years,True,Baby Boomer
Rodney Local Board Area,3750,2023,70-74 Years,True,Baby Boomer
Auckland,58110,2023,70-74 Years,True,Baby Boomer
Kaipara District,1910,2023,70-74 Years,True,Baby Boomer
Whangarei District,5420,2023,70-74 Years,True,Baby Boomer
Far North District,4510,2023,70-74 Years,True,Baby Boomer
"Total, New Zealand",221430,2023,70-74 Years,True,Baby Boomer
Hibiscus And Bays Local Board Area,5420,2023,70-74 Years,True,Baby Boomer
Area Outside Territorial Authority,5,2023,75-79 Years,True,Baby Boomer
Tararua District,760,2023,75-79 Years,True,Baby Boomer
Palmerston North City,2710,2023,75-79 Years,True,Baby Boomer
Manawatu District,1320,2023,75-79 Years,True,Baby Boomer
Rangitikei District,680,2023,75-79 Years,True,Baby Boomer
Whanganui District,2240,2023,75-79 Years,True,Baby Boomer
Ruapehu District,460,2023,75-79 Years,True,Baby Boomer
South Taranaki District,1040,2023,75-79 Years,True,Baby Boomer
Stratford District,390,2023,75-79 Years,True,Baby Boomer
New Plymouth District,3360,2023,75-79 Years,True,Baby Boomer
Central Hawke's Bay District,680,2023,75-79 Years,True,Baby Boomer
Napier City,3030,2023,75-79 Years,True,Baby Boomer
Hastings District,3400,2023,75-79 Years,True,Baby Boomer
Wairoa District,330,2023,75-79 Years,True,Baby Boomer
Gisborne District,1650,2023,75-79 Years,True,Baby Boomer
Horowhenua District,2140,2023,75-79 Years,True,Baby Boomer
Opotiki District,380,2023,75-79 Years,True,Baby Boomer
Whakatane District,1490,2023,75-79 Years,True,Baby Boomer
Rotorua District,2290,2023,75-79 Years,True,Baby Boomer
Tauranga City,7000,2023,75-79 Years,True,Baby Boomer
Western Bay of Plenty District,2840,2023,75-79 Years,True,Baby Boomer
Taupo District,1880,2023,75-79 Years,True,Baby Boomer
Waitomo District,330,2023,75-79 Years,True,Baby Boomer
South Waikato District,950,2023,75-79 Years,True,Baby Boomer
Otorohanga District,350,2023,75-79 Years,True,Baby Boomer
Waipa District,2510,2023,75-79 Years,True,Baby Boomer
Hamilton City,4490,2023,75-79 Years,True,Baby Boomer
Matamata-Piako District,1620,2023,75-79 Years,True,Baby Boomer
Waikato District,2380,2023,75-79 Years,True,Baby Boomer
Hauraki District,1260,2023,75-79 Years,True,Baby Boomer
Thames-Coromandel District,2500,2023,75-79 Years,True,Baby Boomer
Kawerau District,380,2023,75-79 Years,True,Baby Boomer
Franklin Local Board Area,2820,2023,75-79 Years,True,Baby Boomer
Kapiti Coast District,3520,2023,75-79 Years,True,Baby Boomer
Upper Hutt City,1490,2023,75-79 Years,True,Baby Boomer
Invercargill City,2050,2023,75-79 Years,True,Baby Boomer
Gore District,570,2023,75-79 Years,True,Baby Boomer
Southland District,1120,2023,75-79 Years,True,Baby Boomer
Clutha District,730,2023,75-79 Years,True,Baby Boomer
Dunedin City,4680,2023,75-79 Years,True,Baby Boomer
Queenstown-Lakes District,1140,2023,75-79 Years,True,Baby Boomer
Central Otago District,1250,2023,75-79 Years,True,Baby Boomer
Waitaki District,1150,2023,75-79 Years,True,Baby Boomer
Chatham Islands Territory,10,2023,75-79 Years,True,Baby Boomer
Waimate District,420,2023,75-79 Years,True,Baby Boomer
Mackenzie District,170,2023,75-79 Years,True,Baby Boomer
Timaru District,2230,2023,75-79 Years,True,Baby Boomer
Ashburton District,1440,2023,75-79 Years,True,Baby Boomer
Porirua City,1600,2023,75-79 Years,True,Baby Boomer
Selwyn District,1930,2023,75-79 Years,True,Baby Boomer
Waimakariri District,3240,2023,75-79 Years,True,Baby Boomer
Hurunui District,700,2023,75-79 Years,True,Baby Boomer
Westland District,390,2023,75-79 Years,True,Baby Boomer
Grey District,580,2023,75-79 Years,True,Baby Boomer
Buller District,570,2023,75-79 Years,True,Baby Boomer
Kaikoura District,220,2023,75-79 Years,True,Baby Boomer
Marlborough District,2680,2023,75-79 Years,True,Baby Boomer
Nelson City,2570,2023,75-79 Years,True,Baby Boomer
Tasman District,2890,2023,75-79 Years,True,Baby Boomer
South Wairarapa District,610,2023,75-79 Years,True,Baby Boomer
Carterton District,610,2023,75-79 Years,True,Baby Boomer
Masterton District,1290,2023,75-79 Years,True,Baby Boomer
Wellington City,4740,2023,75-79 Years,True,Baby Boomer
Lower Hutt City,3130,2023,75-79 Years,True,Baby Boomer
Christchurch City,12130,2023,75-79 Years,True,Baby Boomer
Papakura Local Board Area,1480,2023,75-79 Years,True,Baby Boomer
Otara-Papatoetoe Local Board Area,1490,2023,75-79 Years,True,Baby Boomer
Manurewa Local Board Area,1810,2023,75-79 Years,True,Baby Boomer
Mangere-Otahuhu Local Board Area,1510,2023,75-79 Years,True,Baby Boomer
Howick Local Board Area,4450,2023,75-79 Years,True,Baby Boomer
Maungakiekie-Tamaki Local Board Area,1720,2023,75-79 Years,True,Baby Boomer
Orakei Local Board Area,3160,2023,75-79 Years,True,Baby Boomer
Puketapapa Local Board Area,1490,2023,75-79 Years,True,Baby Boomer
Albert-Eden Local Board Area,2250,2023,75-79 Years,True,Baby Boomer
Whau Local Board Area,2030,2023,75-79 Years,True,Baby Boomer
Waitemata Local Board Area,1770,2023,75-79 Years,True,Baby Boomer
Waiheke Local Board Area,520,2023,75-79 Years,True,Baby Boomer
Aotea/great Barrier Local Board Area,55,2023,75-79 Years,True,Baby Boomer
Waitakere Ranges Local Board Area,1290,2023,75-79 Years,True,Baby Boomer
Henderson-Massey Local Board Area,2570,2023,75-79 Years,True,Baby Boomer
Devonport-Takapuna Local Board Area,2270,2023,75-79 Years,True,Baby Boomer
Kaipatiki Local Board Area,2260,2023,75-79 Years,True,Baby Boomer
Upper Harbour Local Board Area,1990,2023,75-79 Years,True,Baby Boomer
